Date;US dollar (USD);Euro (EUR)
28.07.1982;347.0;318.93
29.07.1982;342.5;314.79
30.07.1982;342.9;315.16
02.08.1982;351.35;326.55
03.08.1982;349.25;324.6
04.08.1982;346.25;321.81
05.08.1982;346.5;322.04
06.08.1982;344.75;320.42
09.08.1982;336.0;321.8
10.08.1982;338.25;323.95
11.08.1982;333.5;319.4
12.08.1982;334.75;320.6
13.08.1982;338.0;323.71
16.08.1982;341.75;326.75
17.08.1982;337.75;322.92
18.08.1982;357.75;342.05
19.08.1982;356.65;340.99
20.08.1982;386.5;369.53
23.08.1982;394.5;369.83
24.08.1982;407.75;382.25
25.08.1982;401.0;375.92
26.08.1982;417.0;390.92
27.08.1982;418.0;394.47
30.08.1982;418.0;394.47
31.08.1982;411.5;388.34
01.09.1982;405.25;382.44
02.09.1982;409.75;386.69
03.09.1982;455.0;429.39
06.09.1982;474.0;450.17
07.09.1982;481.0;456.82
08.09.1982;458.0;434.97
09.09.1982;466.0;442.57
10.09.1982;453.0;430.22
13.09.1982;439.0;422.74
14.09.1982;454.25;437.43
15.09.1982;443.25;426.84
16.09.1982;448.5;431.89
17.09.1982;441.5;425.15
20.09.1982;424.25;404.96
21.09.1982;426.5;407.11
22.09.1982;443.75;423.58
23.09.1982;435.85;416.03
24.09.1982;431.0;411.41
27.09.1982;413.75;399.55
28.09.1982;410.5;396.41
29.09.1982;409.75;395.68
30.09.1982;397.0;383.37
01.10.1982;402.0;388.2
04.10.1982;387.5;377.79
05.10.1982;390.25;380.47
06.10.1982;404.0;393.88
07.10.1982;418.5;408.01
08.10.1982;433.0;422.15
11.10.1982;430.0;414.13
12.10.1982;441.25;424.97
13.10.1982;428.75;412.93
14.10.1982;448.0;431.47
15.10.1982;432.5;416.54
18.10.1982;428.25;415.59
19.10.1982;441.5;428.45
20.10.1982;422.0;409.53
21.10.1982;432.5;419.72
22.10.1982;428.0;415.35
25.10.1982;418.6;412.19
26.10.1982;419.25;412.83
27.10.1982;417.75;411.35
28.10.1982;418.25;411.85
29.10.1982;423.25;416.77
01.11.1982;427.25;420.97
02.11.1982;431.0;424.67
03.11.1982;427.5;421.22
04.11.1982;424.75;418.51
05.11.1982;417.5;411.37
08.11.1982;407.25;408.35
09.11.1982;409.25;410.36
10.11.1982;411.0;412.11
11.11.1982;401.25;402.34
12.11.1982;398.0;399.08
15.11.1982;403.25;407.23
16.11.1982;407.5;411.52
17.11.1982;412.5;416.57
18.11.1982;408.5;412.53
19.11.1982;417.6;421.72
22.11.1982;410.5;405.42
23.11.1982;406.0;400.98
24.11.1982;409.25;404.19
25.11.1982;410.5;405.42
26.11.1982;417.75;412.58
29.11.1982;434.0;421.3
30.11.1982;436.0;423.24
01.12.1982;440.25;427.36
02.12.1982;446.25;433.19
03.12.1982;441.25;428.33
06.12.1982;445.25;427.7
07.12.1982;454.5;436.58
08.12.1982;445.0;427.46
09.12.1982;437.5;420.25
10.12.1982;435.75;418.57
13.12.1982;438.75;429.59
14.12.1982;449.4;440.01
15.12.1982;437.5;428.36
16.12.1982;440.25;431.05
17.12.1982;437.0;427.87
20.12.1982;440.25;420.72
21.12.1982;442.25;422.63
22.12.1982;447.25;427.41
23.12.1982;445.75;425.98
24.12.1982;445.75;425.98
27.12.1982;445.75;425.98
28.12.1982;445.75;425.98
29.12.1982;460.5;440.08
30.12.1982;456.9;436.63
31.12.1982;456.9;429.9
03.01.1983;456.9;429.9
04.01.1983;449.5;422.94
05.01.1983;454.0;422.82
06.01.1983;454.5;422.79
07.01.1983;465.0;431.46
10.01.1983;474.0;439.23
11.01.1983;484.5;450.17
12.01.1983;480.5;446.46
13.01.1983;488.25;454.11
14.01.1983;483.25;451.6
17.01.1983;498.5;465.93
18.01.1983;485.0;459.69
19.01.1983;495.5;473.44
20.01.1983;487.25;467.26
21.01.1983;485.0;467.8
24.01.1983;476.0;464.11
25.01.1983;488.75;469.03
26.01.1983;486.5;467.24
27.01.1983;496.5;477.08
28.01.1983;493.75;475.43
31.01.1983;499.5;486.07
01.02.1983;508.5;494.63
02.02.1983;498.25;490.42
03.02.1983;503.5;490.98
04.02.1983;498.5;488.39
07.02.1983;490.25;476.52
08.02.1983;497.25;480.24
09.02.1983;492.25;473.6
10.02.1983;496.0;474.18
11.02.1983;504.5;480.54
14.02.1983;500.5;479.3
15.02.1983;509.25;485.48
16.02.1983;508.5;483.69
17.02.1983;504.75;480.27
18.02.1983;503.5;479.49
21.02.1983;504.5;479.74
22.02.1983;485.5;464.97
23.02.1983;470.25;451.98
24.02.1983;475.0;454.69
25.02.1983;464.75;445.87
28.02.1983;408.5;394.41
01.03.1983;414.0;399.72
02.03.1983;430.0;415.29
03.03.1983;429.5;414.31
04.03.1983;412.5;395.77
07.03.1983;420.75;403.68
08.03.1983;417.5;402.16
09.03.1983;426.0;410.35
10.03.1983;434.75;419.81
11.03.1983;420.5;407.99
14.03.1983;428.5;408.97
15.03.1983;434.5;415.74
16.03.1983;419.0;402.23
17.03.1983;416.5;401.84
18.03.1983;421.75;409.12
21.03.1983;414.5;409.19
22.03.1983;421.25;413.99
23.03.1983;410.0;405.48
24.03.1983;415.5;410.92
25.03.1983;411.75;407.21
28.03.1983;408.75;406.23
29.03.1983;412.75;409.87
30.03.1983;418.0;414.02
31.03.1983;414.75;410.93
01.04.1983;414.75;410.93
04.04.1983;414.75;410.93
05.04.1983;426.75;421.67
06.04.1983;428.5;422.44
07.04.1983;425.75;419.87
08.04.1983;421.25;415.44
11.04.1983;426.75;421.5
12.04.1983;432.75;427.49
13.04.1983;429.25;424.03
14.04.1983;435.5;432.57
15.04.1983;436.5;434.03
18.04.1983;443.0;443.21
19.04.1983;439.5;439.24
20.04.1983;433.75;434.62
21.04.1983;439.5;440.38
22.04.1983;437.0;437.88
25.04.1983;441.5;439.46
26.04.1983;435.5;434.91
27.04.1983;434.25;433.72
28.04.1983;428.5;430.22
29.04.1983;429.25;430.88
02.05.1983;429.25;430.88
03.05.1983;433.5;434.61
04.05.1983;432.75;432.52
05.05.1983;433.75;432.53
06.05.1983;431.25;430.04
09.05.1983;434.0;431.89
10.05.1983;443.75;442.9
11.05.1983;443.0;441.2
12.05.1983;439.75;438.18
13.05.1983;441.25;440.68
16.05.1983;436.25;438.49
17.05.1983;440.75;442.44
18.05.1983;442.75;444.62
19.05.1983;442.6;447.12
20.05.1983;438.75;443.23
23.05.1983;432.75;438.89
24.05.1983;436.8;443.29
25.05.1983;441.75;447.95
26.05.1983;440.0;446.82
27.05.1983;437.25;447.03
30.05.1983;437.25;447.03
31.05.1983;437.5;447.29
01.06.1983;410.0;419.17
02.06.1983;412.5;421.73
03.06.1983;411.5;425.66
06.06.1983;407.75;424.68
07.06.1983;400.25;416.87
08.06.1983;403.0;419.73
09.06.1983;407.75;425.49
10.06.1983;411.25;425.21
13.06.1983;413.0;428.81
14.06.1983;407.9;426.09
15.06.1983;408.25;426.92
16.06.1983;412.5;429.64
17.06.1983;415.5;432.76
20.06.1983;415.75;433.03
21.06.1983;414.75;431.17
22.06.1983;420.5;433.26
23.06.1983;420.5;435.64
24.06.1983;423.5;436.79
27.06.1983;419.5;434.6
28.06.1983;416.0;433.62
29.06.1983;414.85;432.84
30.06.1983;416.0;431.65
01.07.1983;416.25;431.91
04.07.1983;416.0;435.76
05.07.1983;410.75;432.28
06.07.1983;411.65;432.78
07.07.1983;412.25;434.56
08.07.1983;426.0;448.56
11.07.1983;430.5;455.56
12.07.1983;429.0;454.49
13.07.1983;427.25;452.63
14.07.1983;426.25;450.03
15.07.1983;422.25;449.53
18.07.1983;422.4;449.23
19.07.1983;423.75;450.36
20.07.1983;428.25;452.47
21.07.1983;429.75;455.89
22.07.1983;423.5;449.28
25.07.1983;422.0;447.69
26.07.1983;425.5;454.49
27.07.1983;426.25;456.98
28.07.1983;425.5;457.57
29.07.1983;422.0;456.53
01.08.1983;411.25;450.39
02.08.1983;414.25;453.67
03.08.1983;411.0;450.11
04.08.1983;414.0;453.4
05.08.1983;409.75;448.74
08.08.1983;408.5;450.5
09.08.1983;413.0;455.47
10.08.1983;408.25;450.23
11.08.1983;411.75;454.09
12.08.1983;412.45;454.86
15.08.1983;416.0;461.04
16.08.1983;420.5;466.02
17.08.1983;422.5;468.24
18.08.1983;421.5;467.13
19.08.1983;417.75;462.98
22.08.1983;421.75;455.26
23.08.1983;426.4;460.27
24.08.1983;424.0;457.68
25.08.1983;423.25;456.87
26.08.1983;417.0;455.93
29.08.1983;417.0;455.93
30.08.1983;418.1;457.14
31.08.1983;414.25;452.93
01.09.1983;416.6;455.5
02.09.1983;417.5;456.48
05.09.1983;419.1;460.94
06.09.1983;418.25;459.4
07.09.1983;413.25;455.65
08.09.1983;414.0;454.92
09.09.1983;414.75;454.64
12.09.1983;415.75;454.0
13.09.1983;406.75;447.37
14.09.1983;401.75;443.13
15.09.1983;405.25;446.04
16.09.1983;405.5;444.97
19.09.1983;412.25;451.54
20.09.1983;412.35;451.74
21.09.1983;411.25;451.29
22.09.1983;407.75;450.16
23.09.1983;413.0;452.67
26.09.1983;415.0;453.2
27.09.1983;412.25;451.76
28.09.1983;413.6;451.63
29.09.1983;408.75;446.19
30.09.1983;405.0;440.9
03.10.1983;389.0;421.96
04.10.1983;393.5;428.26
05.10.1983;389.5;420.21
06.10.1983;394.0;423.02
07.10.1983;397.4;423.89
10.10.1983;401.0;431.18
11.10.1983;399.0;428.89
12.10.1983;394.75;424.32
13.10.1983;398.65;431.08
14.10.1983;398.75;433.17
17.10.1983;395.0;426.91
18.10.1983;397.25;426.68
19.10.1983;394.0;423.67
20.10.1983;389.75;419.4
21.10.1983;394.25;423.19
24.10.1983;394.5;427.23
25.10.1983;398.0;430.72
26.10.1983;392.6;426.69
27.10.1983;384.5;418.01
28.10.1983;387.75;421.46
31.10.1983;382.0;416.46
01.11.1983;377.75;414.89
02.11.1983;383.0;419.77
03.11.1983;377.75;415.11
04.11.1983;381.0;420.9
07.11.1983;379.0;420.3
08.11.1983;382.25;423.62
09.11.1983;383.0;423.54
10.11.1983;381.8;420.55
11.11.1983;382.0;422.96
14.11.1983;382.6;423.62
15.11.1983;383.25;424.46
16.11.1983;383.25;424.21
17.11.1983;375.75;418.66
18.11.1983;375.25;419.62
21.11.1983;374.25;418.52
22.11.1983;376.5;419.5
23.11.1983;375.75;418.92
24.11.1983;375.5;420.5
25.11.1983;376.1;421.86
28.11.1983;394.25;441.99
29.11.1983;391.5;439.97
30.11.1983;405.0;451.49
01.12.1983;399.25;446.38
02.12.1983;400.75;449.53
05.12.1983;397.25;450.65
06.12.1983;397.0;448.1
07.12.1983;399.75;451.97
08.12.1983;401.0;453.63
09.12.1983;388.75;441.98
12.12.1983;391.25;445.82
13.12.1983;389.2;445.95
14.12.1983;389.0;445.37
15.12.1983;388.75;445.55
16.12.1983;377.25;433.84
19.12.1983;375.0;430.55
20.12.1983;378.1;433.3
21.12.1983;378.6;434.6
22.12.1983;378.9;434.55
23.12.1983;378.9;433.27
26.12.1983;378.9;433.27
27.12.1983;378.9;433.27
28.12.1983;378.0;431.42
29.12.1983;382.4;433.52
30.12.1983;382.4;432.0
02.01.1984;382.4;432.0
03.01.1984;383.0;437.68
04.01.1984;374.0;431.35
05.01.1984;375.25;434.58
06.01.1984;375.25;436.01
09.01.1984;365.25;424.12
10.01.1984;371.25;432.74
11.01.1984;367.75;432.26
12.01.1984;368.5;433.12
13.01.1984;373.25;434.98
16.01.1984;369.1;427.47
17.01.1984;367.75;427.45
18.01.1984;368.75;429.32
19.01.1984;374.75;433.54
20.01.1984;371.25;433.63
23.01.1984;371.35;432.27
24.01.1984;365.1;426.27
25.01.1984;366.5;427.82
26.01.1984;367.0;427.34
27.01.1984;370.0;432.21
30.01.1984;369.85;430.71
31.01.1984;373.75;436.19
01.02.1984;378.15;438.03
02.02.1984;383.25;440.16
03.02.1984;383.1;437.35
06.02.1984;380.8;434.51
07.02.1984;379.75;437.49
08.02.1984;386.25;444.06
09.02.1984;383.0;436.2
10.02.1984;377.65;431.81
13.02.1984;376.85;429.95
14.02.1984;376.0;428.9
15.02.1984;383.0;428.35
16.02.1984;383.9;429.19
17.02.1984;382.15;427.98
20.02.1984;385.25;432.39
21.02.1984;389.0;439.1
22.02.1984;395.25;440.07
23.02.1984;398.25;441.66
24.02.1984;395.75;435.37
27.02.1984;393.5;433.68
28.02.1984;399.25;434.98
29.02.1984;394.25;428.55
01.03.1984;392.75;429.01
02.03.1984;399.0;434.92
05.03.1984;405.85;438.01
06.03.1984;402.5;430.99
07.03.1984;398.75;426.68
08.03.1984;397.25;430.54
09.03.1984;399.9;431.93
12.03.1984;395.75;427.45
13.03.1984;397.25;428.11
14.03.1984;399.75;429.91
15.03.1984;394.5;426.97
16.03.1984;392.75;430.99
19.03.1984;393.6;432.56
20.03.1984;393.85;434.12
21.03.1984;392.35;434.26
22.03.1984;389.35;429.21
23.03.1984;387.9;426.18
26.03.1984;387.4;422.39
27.03.1984;388.85;420.02
28.03.1984;385.75;419.68
29.03.1984;390.25;423.55
30.03.1984;388.5;421.4
02.04.1984;387.2;421.13
03.04.1984;380.4;415.16
04.04.1984;381.25;416.68
05.04.1984;381.2;416.74
06.04.1984;380.25;416.68
09.04.1984;382.4;418.3
10.04.1984;381.35;417.79
11.04.1984;384.5;418.97
12.04.1984;381.9;417.88
13.04.1984;379.25;415.46
16.04.1984;380.1;418.48
17.04.1984;380.2;418.99
18.04.1984;380.52;420.21
19.04.1984;384.9;425.76
20.04.1984;384.9;425.76
23.04.1984;384.9;425.76
24.04.1984;383.25;428.13
25.04.1984;382.3;426.71
26.04.1984;379.9;426.53
27.04.1984;379.25;427.28
30.04.1984;375.8;425.18
01.05.1984;376.5;427.31
02.05.1984;377.35;428.79
03.05.1984;378.5;427.95
04.05.1984;376.7;427.81
07.05.1984;376.7;427.81
08.05.1984;371.5;429.43
09.05.1984;372.6;428.62
10.05.1984;371.75;428.64
11.05.1984;372.5;429.09
14.05.1984;372.55;427.35
15.05.1984;373.25;427.19
16.05.1984;375.25;427.84
17.05.1984;376.5;431.08
18.05.1984;375.6;432.65
21.05.1984;380.75;436.46
22.05.1984;379.5;433.15
23.05.1984;378.55;432.75
24.05.1984;375.65;429.76
25.05.1984;384.2;437.09
28.05.1984;384.2;437.09
29.05.1984;385.6;438.94
30.05.1984;386.4;439.94
31.05.1984;384.25;437.24
01.06.1984;393.75;447.23
04.06.1984;391.0;435.26
05.06.1984;393.75;440.45
06.06.1984;391.65;438.1
07.06.1984;392.2;441.31
08.06.1984;386.0;434.64
11.06.1984;382.5;433.03
12.06.1984;375.0;426.48
13.06.1984;374.0;423.91
14.06.1984;375.6;426.4
15.06.1984;368.0;420.71
18.06.1984;367.9;422.29
19.06.1984;370.6;425.35
20.06.1984;370.0;423.7
21.06.1984;370.75;428.97
22.06.1984;374.25;433.47
25.06.1984;369.25;430.74
26.06.1984;369.5;429.21
27.06.1984;369.32;428.64
28.06.1984;372.9;433.76
29.06.1984;373.05;431.92
02.07.1984;370.0;430.62
03.07.1984;368.35;438.08
04.07.1984;369.0;432.36
05.07.1984;364.8;425.6
06.07.1984;353.25;416.59
09.07.1984;338.5;399.24
10.07.1984;344.25;405.25
11.07.1984;339.25;401.66
12.07.1984;341.15;404.69
13.07.1984;345.0;406.99
16.07.1984;350.1;411.69
17.07.1984;347.15;411.74
18.07.1984;345.75;411.3
19.07.1984;350.2;415.57
20.07.1984;342.0;406.6
23.07.1984;335.0;400.6
24.07.1984;338.5;403.8
25.07.1984;341.75;405.29
26.07.1984;344.2;407.66
27.07.1984;335.25;401.77
30.07.1984;338.5;407.67
31.07.1984;342.35;412.65
01.08.1984;339.0;411.09
02.08.1984;344.0;414.08
03.08.1984;349.25;421.31
06.08.1984;349.25;418.91
07.08.1984;342.0;414.33
08.08.1984;344.5;416.74
09.08.1984;344.25;415.63
10.08.1984;346.75;417.49
13.08.1984;343.5;416.53
14.08.1984;354.0;425.45
15.08.1984;350.9;420.41
16.08.1984;352.25;419.53
17.08.1984;352.0;419.98
20.08.1984;349.3;418.37
21.08.1984;346.0;416.41
22.08.1984;345.0;414.99
23.08.1984;351.25;420.17
24.08.1984;350.0;419.44
27.08.1984;350.0;419.44
28.08.1984;349.75;420.52
29.08.1984;350.5;421.14
30.08.1984;347.25;418.34
31.08.1984;348.25;419.37
03.09.1984;344.5;417.93
04.09.1984;341.2;416.09
05.09.1984;338.25;415.6
06.09.1984;340.5;418.25
07.09.1984;339.75;421.49
10.09.1984;338.45;420.87
11.09.1984;340.3;424.46
12.09.1984;338.5;421.25
13.09.1984;336.85;419.19
14.09.1984;341.45;429.78
17.09.1984;335.25;426.62
18.09.1984;336.75;433.44
19.09.1984;340.0;437.06
20.09.1984;338.75;438.06
21.09.1984;343.5;439.44
24.09.1984;347.75;437.16
25.09.1984;345.0;441.01
26.09.1984;346.1;441.96
27.09.1984;345.25;435.67
28.09.1984;343.75;436.4
01.10.1984;345.4;439.64
02.10.1984;345.25;437.59
03.10.1984;348.5;438.09
04.10.1984;346.25;437.53
05.10.1984;343.8;435.92
08.10.1984;341.6;433.8
09.10.1984;341.0;437.19
10.10.1984;337.75;433.2
11.10.1984;338.1;435.07
12.10.1984;338.9;437.63
15.10.1984;338.65;440.63
16.10.1984;339.5;442.09
17.10.1984;340.55;440.83
18.10.1984;339.5;439.76
19.10.1984;339.5;434.74
22.10.1984;338.4;433.71
23.10.1984;340.0;431.41
24.10.1984;340.0;428.44
25.10.1984;338.5;425.08
26.10.1984;337.6;427.42
29.10.1984;336.25;429.83
30.10.1984;335.5;428.23
31.10.1984;333.5;421.37
01.11.1984;333.8;416.12
02.11.1984;343.1;421.91
05.11.1984;342.45;419.89
06.11.1984;346.1;426.18
07.11.1984;347.6;425.48
08.11.1984;347.1;426.37
09.11.1984;346.8;427.02
12.11.1984;345.75;425.62
13.11.1984;350.45;430.12
14.11.1984;345.8;427.69
15.11.1984;343.75;424.86
16.11.1984;345.0;426.71
19.11.1984;343.4;427.97
20.11.1984;342.65;428.84
21.11.1984;340.3;427.78
22.11.1984;341.95;428.47
23.11.1984;341.5;430.48
26.11.1984;336.9;428.89
27.11.1984;332.9;423.89
28.11.1984;329.0;420.8
29.11.1984;330.6;423.33
30.11.1984;329.0;423.66
03.12.1984;329.5;425.71
04.12.1984;332.0;422.43
05.12.1984;329.9;421.9
06.12.1984;330.75;421.0
07.12.1984;327.0;418.65
10.12.1984;326.25;418.3
11.12.1984;326.75;418.49
12.12.1984;324.5;415.83
13.12.1984;324.25;417.46
14.12.1984;322.5;415.85
17.12.1984;315.0;404.78
18.12.1984;309.0;395.82
19.12.1984;309.3;397.55
20.12.1984;307.5;396.18
21.12.1984;311.0;401.75
24.12.1984;311.0;402.64
25.12.1984;311.0;402.64
26.12.1984;311.0;402.64
27.12.1984;311.0;405.63
28.12.1984;309.2;402.19
31.12.1984;308.3;402.45
01.01.1985;308.3;402.45
02.01.1985;305.5;401.49
03.01.1985;302.3;397.08
04.01.1985;303.15;397.15
07.01.1985;298.25;392.55
08.01.1985;302.0;395.32
09.01.1985;300.5;393.54
10.01.1985;303.8;397.63
11.01.1985;304.25;398.6
14.01.1985;299.0;395.39
15.01.1985;301.8;398.73
16.01.1985;302.7;400.11
17.01.1985;305.5;402.99
18.01.1985;308.0;406.15
21.01.1985;307.25;404.61
22.01.1985;306.9;403.45
23.01.1985;300.25;396.15
24.01.1985;300.85;394.79
25.01.1985;298.85;393.15
28.01.1985;297.75;391.63
29.01.1985;303.25;399.59
30.01.1985;302.9;398.15
31.01.1985;306.65;402.82
01.02.1985;303.6;400.05
04.02.1985;301.25;401.44
05.02.1985;302.05;403.85
06.02.1985;302.85;404.56
07.02.1985;301.65;405.8
08.02.1985;299.8;404.45
11.02.1985;300.15;407.29
12.02.1985;302.5;412.8
13.02.1985;303.2;414.89
14.02.1985;304.15;415.55
15.02.1985;304.0;412.63
18.02.1985;304.5;416.4
19.02.1985;302.6;416.1
20.02.1985;302.9;419.37
21.02.1985;299.85;418.42
22.02.1985;298.4;420.94
25.02.1985;284.25;408.71
26.02.1985;285.75;408.29
27.02.1985;290.8;402.81
28.02.1985;287.75;400.46
01.03.1985;287.25;401.54
04.03.1985;288.65;404.8
05.03.1985;287.9;410.26
06.03.1985;287.4;405.32
07.03.1985;289.6;409.62
08.03.1985;291.0;411.97
11.03.1985;291.0;405.25
12.03.1985;288.45;402.13
13.03.1985;290.25;406.02
14.03.1985;290.75;410.24
15.03.1985;292.7;412.58
18.03.1985;298.85;417.5
19.03.1985;316.75;434.73
20.03.1985;324.0;441.66
21.03.1985;318.5;428.58
22.03.1985;315.5;425.44
25.03.1985;314.6;426.33
26.03.1985;323.75;435.2
27.03.1985;330.4;433.65
28.03.1985;326.25;427.74
29.03.1985;329.25;425.73
01.04.1985;321.1;418.52
02.04.1985;318.75;420.09
03.04.1985;321.25;420.93
04.04.1985;316.75;420.47
05.04.1985;316.75;420.47
08.04.1985;316.75;420.47
09.04.1985;323.1;425.98
10.04.1985;327.25;429.21
11.04.1985;332.25;429.08
12.04.1985;329.9;423.24
15.04.1985;334.25;424.38
16.04.1985;330.5;420.04
17.04.1985;327.35;415.56
18.04.1985;329.75;414.0
19.04.1985;327.0;408.63
22.04.1985;327.75;414.72
23.04.1985;326.65;420.78
24.04.1985;322.0;421.72
25.04.1985;322.5;425.72
26.04.1985;323.5;425.35
29.04.1985;322.5;421.36
30.04.1985;321.35;417.93
01.05.1985;312.5;411.88
02.05.1985;313.25;415.61
03.05.1985;312.75;421.13
06.05.1985;312.75;421.13
07.05.1985;313.5;416.18
08.05.1985;312.85;417.84
09.05.1985;315.1;411.68
10.05.1985;314.5;412.45
13.05.1985;321.0;414.1
14.05.1985;326.5;417.45
15.05.1985;322.75;416.25
16.05.1985;320.1;415.94
17.05.1985;322.5;416.48
20.05.1985;323.3;411.87
21.05.1985;314.9;404.89
22.05.1985;316.25;409.21
23.05.1985;315.4;407.35
24.05.1985;314.7;408.39
27.05.1985;314.7;408.39
28.05.1985;311.25;406.58
29.05.1985;312.0;403.49
30.05.1985;314.6;406.84
31.05.1985;314.0;403.43
03.06.1985;318.1;407.89
04.06.1985;315.65;404.81
05.06.1985;314.2;405.87
06.06.1985;314.8;404.17
07.06.1985;314.3;406.47
10.06.1985;312.0;406.22
11.06.1985;315.0;408.09
12.06.1985;314.5;407.18
13.06.1985;313.75;407.95
14.06.1985;318.25;408.54
17.06.1985;318.9;410.6
18.06.1985;323.75;412.97
19.06.1985;325.4;413.1
20.06.1985;318.1;411.16
21.06.1985;313.45;404.02
24.06.1985;314.65;406.14
25.06.1985;315.5;406.53
26.06.1985;316.75;405.49
27.06.1985;315.0;404.99
28.06.1985;317.75;404.96
01.07.1985;313.9;401.15
02.07.1985;308.25;394.38
03.07.1985;310.35;395.67
04.07.1985;310.55;395.54
05.07.1985;311.6;393.78
08.07.1985;309.25;387.57
09.07.1985;314.85;391.63
10.07.1985;314.85;388.74
11.07.1985;313.55;385.43
12.07.1985;315.65;385.32
15.07.1985;315.85;384.1
16.07.1985;321.75;392.14
17.07.1985;325.6;389.68
18.07.1985;320.0;387.97
19.07.1985;318.9;388.9
22.07.1985;317.25;390.0
23.07.1985;322.5;392.26
24.07.1985;317.75;390.76
25.07.1985;317.4;387.4
26.07.1985;316.95;387.28
29.07.1985;326.5;393.36
30.07.1985;325.25;390.66
31.07.1985;327.5;393.64
01.08.1985;322.1;387.77
02.08.1985;320.5;386.74
05.08.1985;323.75;390.65
06.08.1985;319.8;388.37
07.08.1985;321.15;390.41
08.08.1985;322.5;390.13
09.08.1985;321.65;389.31
12.08.1985;326.65;391.27
13.08.1985;326.5;389.77
14.08.1985;326.0;388.87
15.08.1985;331.1;391.85
16.08.1985;335.35;395.66
19.08.1985;340.9;403.38
20.08.1985;334.15;397.09
21.08.1985;335.9;397.42
22.08.1985;335.5;394.2
23.08.1985;334.85;394.52
26.08.1985;334.85;394.52
27.08.1985;336.0;400.05
28.08.1985;340.9;404.65
29.08.1985;337.0;401.09
30.08.1985;333.25;399.98
02.09.1985;334.65;406.48
03.09.1985;328.2;400.53
04.09.1985;326.0;397.06
05.09.1985;325.75;398.34
06.09.1985;317.4;396.41
09.09.1985;319.35;401.14
10.09.1985;321.65;403.56
11.09.1985;320.75;405.13
12.09.1985;319.25;401.24
13.09.1985;321.3;398.99
16.09.1985;319.3;394.74
17.09.1985;317.6;392.62
18.09.1985;316.25;392.89
19.09.1985;316.3;393.28
20.09.1985;319.15;389.44
23.09.1985;327.45;384.05
24.09.1985;327.9;382.57
25.09.1985;328.5;380.25
26.09.1985;329.25;377.83
27.09.1985;328.6;379.49
30.09.1985;325.75;375.93
01.10.1985;322.25;368.49
02.10.1985;324.95;370.97
03.10.1985;324.9;367.48
04.10.1985;328.0;372.4
07.10.1985;325.75;371.76
08.10.1985;326.35;372.24
09.10.1985;326.55;372.28
10.10.1985;325.5;372.59
11.10.1985;325.6;372.85
14.10.1985;326.65;374.26
15.10.1985;327.0;374.77
16.10.1985;323.65;373.97
17.10.1985;325.5;371.3
18.10.1985;326.25;370.94
21.10.1985;326.15;370.5
22.10.1985;327.75;372.91
23.10.1985;325.9;370.49
24.10.1985;326.2;372.37
25.10.1985;325.4;371.8
28.10.1985;326.5;371.99
29.10.1985;326.3;369.24
30.10.1985;326.2;368.85
31.10.1985;325.1;366.57
01.11.1985;323.5;363.79
04.11.1985;325.35;364.15
05.11.1985;324.6;365.73
06.11.1985;324.4;363.73
07.11.1985;323.0;364.95
08.11.1985;321.95;363.98
11.11.1985;323.1;365.78
12.11.1985;323.1;365.27
13.11.1985;324.5;365.96
14.11.1985;325.3;366.96
15.11.1985;325.4;367.88
18.11.1985;323.5;364.8
19.11.1985;324.35;363.61
20.11.1985;325.65;366.53
21.11.1985;325.8;364.48
22.11.1985;326.5;362.86
25.11.1985;330.2;365.4
26.11.1985;331.25;364.38
27.11.1985;328.15;360.05
28.11.1985;326.3;356.6
29.11.1985;325.3;353.9
02.12.1985;321.5;350.44
03.12.1985;322.6;353.6
04.12.1985;324.2;353.3
05.12.1985;322.8;352.21
06.12.1985;322.3;352.46
09.12.1985;317.4;348.08
10.12.1985;317.0;348.38
11.12.1985;315.5;347.06
12.12.1985;317.5;346.1
13.12.1985;317.75;347.72
16.12.1985;318.6;348.56
17.12.1985;321.15;349.32
18.12.1985;320.05;349.64
19.12.1985;325.8;356.01
20.12.1985;325.55;355.6
23.12.1985;327.6;356.73
24.12.1985;324.85;353.61
25.12.1985;324.85;353.61
26.12.1985;324.85;353.61
27.12.1985;326.85;351.34
30.12.1985;326.8;349.95
31.12.1985;326.8;347.51
01.01.1986;326.8;347.51
02.01.1986;326.3;345.98
03.01.1986;326.75;349.66
06.01.1986;328.0;348.92
07.01.1986;330.0;349.76
08.01.1986;332.6;354.5
09.01.1986;333.5;354.54
10.01.1986;340.45;362.74
13.01.1986;339.4;365.54
14.01.1986;341.0;365.33
15.01.1986;346.75;370.63
16.01.1986;363.0;388.87
17.01.1986;352.6;377.31
20.01.1986;351.0;376.81
21.01.1986;356.5;380.78
22.01.1986;353.0;375.38
23.01.1986;350.3;373.05
24.01.1986;354.0;372.82
27.01.1986;358.4;374.1
28.01.1986;353.0;368.3
29.01.1986;353.25;367.06
30.01.1986;358.0;371.91
31.01.1986;350.5;364.1
03.02.1986;347.3;362.12
