Date;US dollar (USD);Euro (EUR)
26.02.1990;411.3;317.89
27.02.1990;407.55;314.15
28.02.1990;407.7;316.15
01.03.1990;406.3;318.31
02.03.1990;405.05;318.05
05.03.1990;403.2;313.92
06.03.1990;405.35;315.25
07.03.1990;400.5;312.48
08.03.1990;400.7;311.75
09.03.1990;399.3;310.98
12.03.1990;401.25;313.66
13.03.1990;397.25;311.83
14.03.1990;398.75;312.21
15.03.1990;399.5;310.99
16.03.1990;400.65;310.41
19.03.1990;402.1;309.68
20.03.1990;399.65;309.89
21.03.1990;392.0;305.59
22.03.1990;392.0;305.07
23.03.1990;393.5;307.13
26.03.1990;370.25;289.51
27.03.1990;368.0;286.79
28.03.1990;372.0;289.6
29.03.1990;371.5;287.78
30.03.1990;368.5;283.87
02.04.1990;368.4;286.16
03.04.1990;375.0;290.42
04.04.1990;374.25;289.88
05.04.1990;378.4;293.09
06.04.1990;377.7;291.63
09.04.1990;376.7;290.06
10.04.1990;375.2;288.81
11.04.1990;374.5;285.89
12.04.1990;375.5;286.22
13.04.1990;375.5;286.22
16.04.1990;375.5;286.22
17.04.1990;374.0;285.76
18.04.1990;374.75;285.41
19.04.1990;375.75;286.94
20.04.1990;376.0;288.96
23.04.1990;375.25;289.57
24.04.1990;376.8;290.37
25.04.1990;371.45;284.3
26.04.1990;371.6;284.08
27.04.1990;371.6;283.17
30.04.1990;367.75;280.65
01.05.1990;369.5;282.17
02.05.1990;369.6;282.56
03.05.1990;369.9;282.54
04.05.1990;371.3;281.91
07.05.1990;371.3;281.91
08.05.1990;370.65;279.32
09.05.1990;370.3;276.12
10.05.1990;371.75;277.38
11.05.1990;368.55;274.2
14.05.1990;369.0;276.22
15.05.1990;367.75;275.65
16.05.1990;369.85;276.56
17.05.1990;369.2;276.67
18.05.1990;369.9;277.24
21.05.1990;373.1;282.05
22.05.1990;375.1;284.5
23.05.1990;364.5;276.96
24.05.1990;366.5;279.28
25.05.1990;366.5;280.06
28.05.1990;366.5;280.06
29.05.1990;367.7;279.45
30.05.1990;366.4;280.04
31.05.1990;363.05;280.21
01.06.1990;363.45;279.65
04.06.1990;357.05;274.66
05.06.1990;358.1;275.08
06.06.1990;359.5;275.58
07.06.1990;352.8;271.12
08.06.1990;353.5;272.45
11.06.1990;354.7;272.49
12.06.1990;355.75;273.35
13.06.1990;350.5;269.06
14.06.1990;345.85;265.92
15.06.1990;346.9;266.64
18.06.1990;349.25;265.56
19.06.1990;348.65;264.3
20.06.1990;346.9;263.86
21.06.1990;349.75;266.23
22.06.1990;348.4;264.42
25.06.1990;353.4;268.6
26.06.1990;349.35;264.78
27.06.1990;350.65;264.47
28.06.1990;352.3;266.41
29.06.1990;352.2;265.93
02.07.1990;357.4;268.53
03.07.1990;362.0;270.78
04.07.1990;362.5;270.4
05.07.1990;359.7;268.81
06.07.1990;361.15;270.66
09.07.1990;360.25;269.06
10.07.1990;354.0;264.02
11.07.1990;354.3;264.76
12.07.1990;351.45;263.56
13.07.1990;363.6;270.48
16.07.1990;363.25;271.9
17.07.1990;360.7;268.87
18.07.1990;359.4;267.55
19.07.1990;362.3;269.63
20.07.1990;361.0;268.31
23.07.1990;366.1;269.85
24.07.1990;368.7;270.21
25.07.1990;372.75;272.92
26.07.1990;368.75;270.87
27.07.1990;366.75;268.14
30.07.1990;367.3;267.65
31.07.1990;372.3;267.8
01.08.1990;370.65;267.29
02.08.1990;380.7;275.07
03.08.1990;379.0;273.38
06.08.1990;382.25;273.07
07.08.1990;383.25;274.45
08.08.1990;384.75;277.81
09.08.1990;383.6;276.41
10.08.1990;389.35;280.65
13.08.1990;404.3;288.85
14.08.1990;411.5;292.69
15.08.1990;398.4;282.17
16.08.1990;402.6;285.52
17.08.1990;410.6;288.87
20.08.1990;407.75;288.77
21.08.1990;413.8;293.08
22.08.1990;408.75;289.84
23.08.1990;412.4;291.12
24.08.1990;410.3;290.86
27.08.1990;410.3;290.86
28.08.1990;388.25;273.8
29.08.1990;384.3;272.1
30.08.1990;389.75;277.65
31.08.1990;387.75;278.03
03.09.1990;386.75;279.02
04.09.1990;381.4;275.23
05.09.1990;383.3;273.34
06.09.1990;387.5;275.52
07.09.1990;384.6;274.5
10.09.1990;384.5;277.22
11.09.1990;378.5;274.63
12.09.1990;382.05;276.58
13.09.1990;382.2;274.59
14.09.1990;386.2;275.15
17.09.1990;389.4;276.99
18.09.1990;386.0;272.93
19.09.1990;386.5;276.57
20.09.1990;386.95;278.73
21.09.1990;389.3;280.02
24.09.1990;392.5;278.95
25.09.1990;403.75;288.12
26.09.1990;402.7;288.77
27.09.1990;403.95;289.43
28.09.1990;408.4;291.86
01.10.1990;396.3;280.85
02.10.1990;387.85;275.41
03.10.1990;389.4;274.63
04.10.1990;395.75;277.33
05.10.1990;395.6;278.98
08.10.1990;390.8;273.88
09.10.1990;397.0;276.59
10.10.1990;391.8;273.39
11.10.1990;388.0;271.43
12.10.1990;388.25;269.12
15.10.1990;380.7;264.81
16.10.1990;364.75;252.44
17.10.1990;366.0;252.43
18.10.1990;367.85;253.75
19.10.1990;372.0;255.42
22.10.1990;367.5;254.24
23.10.1990;371.65;257.5
24.10.1990;371.1;255.19
25.10.1990;375.05;259.09
26.10.1990;373.7;258.63
29.10.1990;372.7;257.99
30.10.1990;373.75;259.0
31.10.1990;379.5;262.61
01.11.1990;380.4;262.04
02.11.1990;377.5;259.34
05.11.1990;376.9;256.2
06.11.1990;379.25;257.59
07.11.1990;385.0;260.95
08.11.1990;384.75;261.88
09.11.1990;385.7;262.62
12.11.1990;380.7;258.2
13.11.1990;383.5;259.9
14.11.1990;383.9;259.39
15.11.1990;378.0;256.29
16.11.1990;376.3;254.15
19.11.1990;377.8;255.47
20.11.1990;380.0;257.4
21.11.1990;377.3;256.17
22.11.1990;380.0;257.69
23.11.1990;383.6;261.05
26.11.1990;386.9;264.4
27.11.1990;383.8;260.19
28.11.1990;385.0;261.92
29.11.1990;386.8;265.07
30.11.1990;384.85;264.8
03.12.1990;380.65;264.17
04.12.1990;377.6;260.49
05.12.1990;376.0;259.35
06.12.1990;370.0;253.44
07.12.1990;370.8;252.18
10.12.1990;374.05;253.52
11.12.1990;372.1;253.2
12.12.1990;370.9;252.21
13.12.1990;372.0;253.23
14.12.1990;373.2;254.92
17.12.1990;376.3;257.67
18.12.1990;377.4;258.04
19.12.1990;378.9;258.13
20.12.1990;385.45;266.14
21.12.1990;383.75;269.65
24.12.1990;383.75;271.07
25.12.1990;383.75;271.07
26.12.1990;383.75;271.07
27.12.1990;382.8;269.49
28.12.1990;386.2;266.17
31.12.1990;386.2;265.67
01.01.1991;386.2;265.67
02.01.1991;390.8;270.8
03.01.1991;386.3;267.86
04.01.1991;387.4;270.81
07.01.1991;391.1;278.12
08.01.1991;389.7;276.92
09.01.1991;387.1;271.79
10.01.1991;390.55;277.49
11.01.1991;390.6;277.62
14.01.1991;398.6;285.31
15.01.1991;398.5;285.54
16.01.1991;403.0;288.88
17.01.1991;379.0;266.04
18.01.1991;378.25;263.56
21.01.1991;378.2;261.79
22.01.1991;381.0;264.12
23.01.1991;378.3;261.23
24.01.1991;373.0;257.08
25.01.1991;374.25;258.64
28.01.1991;374.5;258.4
29.01.1991;376.8;259.58
30.01.1991;367.1;253.53
31.01.1991;366.0;251.05
01.02.1991;364.5;248.08
04.02.1991;367.15;249.66
05.02.1991;366.6;248.74
06.02.1991;360.75;242.88
07.02.1991;363.9;245.0
08.02.1991;370.0;250.2
11.02.1991;366.85;246.55
12.02.1991;364.4;245.83
13.02.1991;366.75;247.88
14.02.1991;368.15;250.3
15.02.1991;365.5;250.09
18.02.1991;363.75;250.13
19.02.1991;363.0;250.84
20.02.1991;364.65;252.52
21.02.1991;362.25;250.02
22.02.1991;358.8;249.85
25.02.1991;357.65;251.85
26.02.1991;359.25;252.57
27.02.1991;360.0;253.28
28.02.1991;362.7;256.11
01.03.1991;366.9;260.89
04.03.1991;365.45;259.79
05.03.1991;364.5;258.51
06.03.1991;366.2;261.12
07.03.1991;366.5;262.34
08.03.1991;368.5;266.4
11.03.1991;365.85;267.22
12.03.1991;364.25;264.83
13.03.1991;366.0;266.93
14.03.1991;364.6;266.23
15.03.1991;366.0;270.72
18.03.1991;362.3;273.57
19.03.1991;364.5;278.61
20.03.1991;364.5;277.64
21.03.1991;362.35;274.07
22.03.1991;362.75;275.52
25.03.1991;359.25;276.87
26.03.1991;356.6;277.79
27.03.1991;354.05;278.66
28.03.1991;355.65;279.75
29.03.1991;355.65;279.75
01.04.1991;355.65;279.75
02.04.1991;357.5;277.32
03.04.1991;359.2;275.86
04.04.1991;358.4;275.57
05.04.1991;358.5;276.48
08.04.1991;361.0;280.66
09.04.1991;364.0;279.9
10.04.1991;363.35;280.88
11.04.1991;361.75;278.27
12.04.1991;361.95;280.45
15.04.1991;360.1;277.38
16.04.1991;361.2;276.88
17.04.1991;360.65;277.52
18.04.1991;359.15;278.81
19.04.1991;356.15;283.95
22.04.1991;356.4;289.14
23.04.1991;355.5;284.57
24.04.1991;355.8;286.47
25.04.1991;353.25;284.09
26.04.1991;353.25;284.72
29.04.1991;351.1;285.27
30.04.1991;357.75;282.52
01.05.1991;356.5;279.93
02.05.1991;354.15;280.98
03.05.1991;355.5;285.69
06.05.1991;355.5;285.69
07.05.1991;356.15;282.02
08.05.1991;356.9;284.57
09.05.1991;356.85;286.11
10.05.1991;356.7;283.35
13.05.1991;356.85;281.7
14.05.1991;357.95;280.68
15.05.1991;359.85;281.66
16.05.1991;356.0;278.64
17.05.1991;355.1;283.65
20.05.1991;355.0;282.67
21.05.1991;356.3;281.19
22.05.1991;356.75;283.23
23.05.1991;354.9;280.77
24.05.1991;355.8;280.69
27.05.1991;355.8;280.69
28.05.1991;355.65;278.77
29.05.1991;361.5;284.75
30.05.1991;361.05;286.2
31.05.1991;360.4;288.89
03.06.1991;363.0;291.95
04.06.1991;362.4;290.25
05.06.1991;362.4;291.53
06.06.1991;364.85;294.59
07.06.1991;367.0;299.23
10.06.1991;372.2;303.46
11.06.1991;371.25;303.49
12.06.1991;372.0;307.29
13.06.1991;369.7;305.79
14.06.1991;367.75;304.11
17.06.1991;366.8;304.92
18.06.1991;370.25;310.28
19.06.1991;367.4;304.46
20.06.1991;367.6;305.63
21.06.1991;366.25;304.62
24.06.1991;360.9;297.59
25.06.1991;363.35;302.07
26.06.1991;366.1;302.21
27.06.1991;364.8;302.59
28.06.1991;368.35;308.46
01.07.1991;368.9;310.15
02.07.1991;367.1;310.92
03.07.1991;369.25;312.26
04.07.1991;369.25;313.08
05.07.1991;369.9;312.17
08.07.1991;370.25;310.15
09.07.1991;369.2;310.2
10.07.1991;370.9;311.05
11.07.1991;368.3;311.75
12.07.1991;367.85;304.46
15.07.1991;367.8;303.98
16.07.1991;368.7;306.55
17.07.1991;368.9;305.18
18.07.1991;369.0;301.98
19.07.1991;370.0;299.11
22.07.1991;369.75;300.24
23.07.1991;367.4;298.03
24.07.1991;366.0;293.82
25.07.1991;364.9;296.04
26.07.1991;364.1;292.91
29.07.1991;365.1;296.13
30.07.1991;361.35;292.71
31.07.1991;362.85;292.89
01.08.1991;363.4;295.43
02.08.1991;357.8;287.53
05.08.1991;356.5;283.88
06.08.1991;357.0;282.97
07.08.1991;356.8;282.44
08.08.1991;357.6;285.4
09.08.1991;358.2;286.56
12.08.1991;358.2;286.26
13.08.1991;356.8;286.24
14.08.1991;355.85;285.99
15.08.1991;358.35;287.69
16.08.1991;357.75;291.65
19.08.1991;361.2;302.88
20.08.1991;353.8;294.63
21.08.1991;356.3;289.08
22.08.1991;356.2;284.82
23.08.1991;353.7;286.51
26.08.1991;353.7;286.51
27.08.1991;353.8;286.02
28.08.1991;354.5;285.12
29.08.1991;351.25;283.39
30.08.1991;347.4;280.79
02.09.1991;347.95;280.7
03.09.1991;347.35;279.34
04.09.1991;348.7;279.92
05.09.1991;347.4;279.32
06.09.1991;348.05;278.64
09.09.1991;350.55;275.08
10.09.1991;351.7;276.0
11.09.1991;345.25;271.28
12.09.1991;346.1;270.47
13.09.1991;344.25;268.67
16.09.1991;345.4;267.93
17.09.1991;346.15;268.03
18.09.1991;348.3;271.34
19.09.1991;348.6;272.8
20.09.1991;348.6;272.63
23.09.1991;349.25;270.66
24.09.1991;351.9;273.14
25.09.1991;352.75;275.1
26.09.1991;351.9;274.37
27.09.1991;348.45;270.99
30.09.1991;354.9;273.61
01.10.1991;353.95;273.7
02.10.1991;356.0;274.59
03.10.1991;356.8;275.55
04.10.1991;356.3;277.07
07.10.1991;359.7;279.99
08.10.1991;357.6;280.95
09.10.1991;357.65;280.37
10.10.1991;359.5;282.27
11.10.1991;357.75;280.84
14.10.1991;358.5;282.17
15.10.1991;357.55;283.55
16.10.1991;356.55;281.22
17.10.1991;358.3;282.65
18.10.1991;359.6;281.53
21.10.1991;363.8;285.13
22.10.1991;362.35;284.68
23.10.1991;362.2;286.16
24.10.1991;361.0;284.2
25.10.1991;362.0;285.35
28.10.1991;358.5;283.85
29.10.1991;357.4;280.13
30.10.1991;359.35;278.34
31.10.1991;357.45;276.67
01.11.1991;357.75;275.69
04.11.1991;356.35;269.85
05.11.1991;356.55;271.69
06.11.1991;354.5;269.81
07.11.1991;354.5;268.34
08.11.1991;352.9;269.23
11.11.1991;354.9;270.51
12.11.1991;354.75;269.6
13.11.1991;356.55;271.37
14.11.1991;355.85;269.63
15.11.1991;355.5;271.28
18.11.1991;360.75;270.43
19.11.1991;363.0;271.19
20.11.1991;362.6;270.99
21.11.1991;364.3;271.36
22.11.1991;367.95;272.66
25.11.1991;369.1;273.03
26.11.1991;366.25;270.64
27.11.1991;367.1;276.93
28.11.1991;366.05;276.19
29.11.1991;366.3;277.92
02.12.1991;368.35;276.79
03.12.1991;362.9;273.36
04.12.1991;365.25;275.41
05.12.1991;364.75;270.79
06.12.1991;367.75;270.27
09.12.1991;370.7;272.68
10.12.1991;368.05;271.18
11.12.1991;366.5;269.79
12.12.1991;359.5;265.37
13.12.1991;359.05;265.28
16.12.1991;359.65;264.97
17.12.1991;357.4;263.09
18.12.1991;357.9;262.73
19.12.1991;358.9;261.48
20.12.1991;358.3;257.25
23.12.1991;359.65;254.59
24.12.1991;359.65;255.33
25.12.1991;359.65;255.33
26.12.1991;359.65;255.33
27.12.1991;353.3;250.59
30.12.1991;353.15;250.83
31.12.1991;353.15;250.28
01.01.1992;353.15;250.28
02.01.1992;350.9;250.41
03.01.1992;353.0;254.52
06.01.1992;349.4;247.54
07.01.1992;349.7;247.99
08.01.1992;350.6;248.05
09.01.1992;351.55;253.99
10.01.1992;357.9;264.14
13.01.1992;353.9;259.73
14.01.1992;353.6;261.97
15.01.1992;355.55;268.71
16.01.1992;356.75;269.2
17.01.1992;355.9;266.59
20.01.1992;358.75;266.82
21.01.1992;357.8;263.9
22.01.1992;356.75;263.55
23.01.1992;355.2;263.89
24.01.1992;353.25;261.23
27.01.1992;356.1;267.74
28.01.1992;356.3;264.85
29.01.1992;354.85;262.62
30.01.1992;356.0;268.55
31.01.1992;354.1;264.7
03.02.1992;356.4;264.19
04.02.1992;356.0;263.93
05.02.1992;354.3;261.9
06.02.1992;355.95;261.65
07.02.1992;356.2;258.75
10.02.1992;354.65;259.42
11.02.1992;356.0;263.71
12.02.1992;357.2;267.06
13.02.1992;356.3;269.05
14.02.1992;354.1;267.91
17.02.1992;354.35;267.37
18.02.1992;352.8;270.14
19.02.1992;353.2;270.19
20.02.1992;353.4;270.39
21.02.1992;351.6;269.56
24.02.1992;349.8;267.91
25.02.1992;350.5;267.0
26.02.1992;348.65;267.72
27.02.1992;353.75;270.29
28.02.1992;353.1;268.95
02.03.1992;350.45;267.34
03.03.1992;351.35;270.17
04.03.1992;350.15;271.88
05.03.1992;349.9;271.87
06.03.1992;349.4;271.03
09.03.1992;348.8;269.6
10.03.1992;348.35;270.61
11.03.1992;349.0;269.9
12.03.1992;347.6;270.45
13.03.1992;347.25;269.17
16.03.1992;343.0;265.92
17.03.1992;339.0;260.58
18.03.1992;340.3;261.14
19.03.1992;337.8;262.47
20.03.1992;338.8;264.29
23.03.1992;338.7;263.0
24.03.1992;338.4;261.89
25.03.1992;341.25;262.37
26.03.1992;340.4;263.16
27.03.1992;340.5;260.67
30.03.1992;343.3;263.99
31.03.1992;341.7;261.69
01.04.1992;344.0;264.83
02.04.1992;340.5;260.81
03.04.1992;340.6;258.22
06.04.1992;339.25;256.3
07.04.1992;338.75;256.34
08.04.1992;337.5;255.48
09.04.1992;338.45;255.34
10.04.1992;341.9;260.03
13.04.1992;340.8;261.87
14.04.1992;339.0;258.91
15.04.1992;338.95;261.54
16.04.1992;336.7;260.59
17.04.1992;336.7;260.59
20.04.1992;336.7;260.59
21.04.1992;338.3;262.05
22.04.1992;338.1;260.86
23.04.1992;338.5;260.96
24.04.1992;336.55;258.05
27.04.1992;335.7;257.15
28.04.1992;336.75;258.62
29.04.1992;335.7;258.04
30.04.1992;336.35;257.99
01.05.1992;337.5;257.11
04.05.1992;337.5;257.11
05.05.1992;336.75;256.16
06.05.1992;336.7;254.67
07.05.1992;336.05;254.96
08.05.1992;336.9;257.22
11.05.1992;336.15;255.64
12.05.1992;335.25;251.96
13.05.1992;335.2;251.97
14.05.1992;336.9;251.78
15.05.1992;339.0;253.5
18.05.1992;338.9;250.6
19.05.1992;339.5;250.44
20.05.1992;336.95;250.26
21.05.1992;337.25;252.4
22.05.1992;337.7;253.4
25.05.1992;337.7;253.4
26.05.1992;337.85;252.04
27.05.1992;338.6;256.35
28.05.1992;336.9;253.87
29.05.1992;337.5;251.28
01.06.1992;336.85;251.27
02.06.1992;339.0;252.49
03.06.1992;339.9;253.34
04.06.1992;338.4;251.29
05.06.1992;338.8;250.2
08.06.1992;338.7;250.39
09.06.1992;337.8;249.71
10.06.1992;337.65;249.89
11.06.1992;338.25;248.33
12.06.1992;339.6;248.9
15.06.1992;342.7;250.25
16.06.1992;342.35;249.47
17.06.1992;342.0;250.8
18.06.1992;341.25;248.49
19.06.1992;343.55;250.66
22.06.1992;342.5;249.22
23.06.1992;343.8;250.15
24.06.1992;342.3;246.97
25.06.1992;343.4;245.98
26.06.1992;343.5;245.53
29.06.1992;342.0;241.17
30.06.1992;343.4;243.14
01.07.1992;343.55;242.32
02.07.1992;347.1;244.4
03.07.1992;345.7;243.98
06.07.1992;346.6;243.83
07.07.1992;345.6;240.69
08.07.1992;347.5;241.66
09.07.1992;347.25;245.32
10.07.1992;348.7;242.89
13.07.1992;348.6;240.14
14.07.1992;349.3;242.5
15.07.1992;350.9;242.02
16.07.1992;353.0;242.69
17.07.1992;356.7;243.23
20.07.1992;359.3;248.5
21.07.1992;358.1;249.02
22.07.1992;358.75;249.11
23.07.1992;359.5;248.64
24.07.1992;357.6;249.86
27.07.1992;358.4;247.76
28.07.1992;359.6;246.93
29.07.1992;356.2;246.06
30.07.1992;356.75;246.13
31.07.1992;357.85;246.81
03.08.1992;354.05;243.48
04.08.1992;352.7;242.34
05.08.1992;350.75;241.42
06.08.1992;348.6;240.71
07.08.1992;349.9;238.93
10.08.1992;350.35;239.67
11.08.1992;348.15;238.87
12.08.1992;346.8;236.93
13.08.1992;337.3;229.82
14.08.1992;335.7;230.33
17.08.1992;337.4;230.49
18.08.1992;336.1;228.94
19.08.1992;338.0;229.64
20.08.1992;337.25;228.43
21.08.1992;336.9;226.81
24.08.1992;342.3;225.14
25.08.1992;341.4;224.41
26.08.1992;338.5;223.37
27.08.1992;339.0;224.37
28.08.1992;340.0;224.5
31.08.1992;340.0;224.5
01.09.1992;341.7;223.47
02.09.1992;340.45;222.2
03.09.1992;338.85;224.41
04.09.1992;342.05;225.26
07.09.1992;343.0;225.62
08.09.1992;342.15;224.02
09.09.1992;343.3;227.95
10.09.1992;342.25;227.31
11.09.1992;340.0;231.95
14.09.1992;346.25;243.72
15.09.1992;345.9;244.67
16.09.1992;349.0;254.67
17.09.1992;348.4;249.99
18.09.1992;347.2;252.9
21.09.1992;349.1;251.44
22.09.1992;349.15;252.93
23.09.1992;348.25;252.65
24.09.1992;348.25;250.98
25.09.1992;349.7;251.16
28.09.1992;348.0;244.64
29.09.1992;347.5;240.2
30.09.1992;349.0;241.25
01.10.1992;348.55;242.93
02.10.1992;348.0;240.84
05.10.1992;349.5;244.45
06.10.1992;350.3;247.79
07.10.1992;350.15;248.68
08.10.1992;350.5;253.84
09.10.1992;350.1;254.92
12.10.1992;346.5;250.33
13.10.1992;343.75;247.69
14.10.1992;343.75;246.87
15.10.1992;341.85;243.41
16.10.1992;341.75;247.5
19.10.1992;342.6;248.71
20.10.1992;343.5;255.87
21.10.1992;343.75;254.0
22.10.1992;342.65;253.91
23.10.1992;342.5;257.13
26.10.1992;341.45;256.37
27.10.1992;338.25;253.44
28.10.1992;338.2;254.0
29.10.1992;339.5;254.5
30.10.1992;339.25;254.97
02.11.1992;339.5;259.51
03.11.1992;338.6;257.84
04.11.1992;337.8;257.74
05.11.1992;338.05;260.05
06.11.1992;337.1;261.77
09.11.1992;334.5;258.71
10.11.1992;330.35;256.6
11.11.1992;331.15;255.58
12.11.1992;333.1;257.57
13.11.1992;334.4;255.16
16.11.1992;335.4;259.51
17.11.1992;334.3;259.96
18.11.1992;335.1;260.62
19.11.1992;334.25;257.5
20.11.1992;336.1;261.74
23.11.1992;334.05;261.99
24.11.1992;334.3;262.16
25.11.1992;334.35;260.56
26.11.1992;334.7;261.45
27.11.1992;334.05;261.8
30.11.1992;334.2;261.39
01.12.1992;334.65;260.63
02.12.1992;335.65;259.77
03.12.1992;335.25;260.37
04.12.1992;335.6;262.89
07.12.1992;334.6;257.85
08.12.1992;335.25;256.45
09.12.1992;333.5;257.62
10.12.1992;333.7;258.88
11.12.1992;335.1;260.06
14.12.1992;335.2;258.57
15.12.1992;334.9;258.76
16.12.1992;337.3;258.88
17.12.1992;338.65;261.06
18.12.1992;337.0;260.36
21.12.1992;333.9;258.33
22.12.1992;332.6;260.33
23.12.1992;333.0;261.85
24.12.1992;333.0;261.29
25.12.1992;333.0;261.29
28.12.1992;333.0;261.29
29.12.1992;332.5;265.08
30.12.1992;332.9;265.68
31.12.1992;332.9;266.67
01.01.1993;332.9;266.67
04.01.1993;328.25;267.04
05.01.1993;328.6;265.98
06.01.1993;329.6;267.66
07.01.1993;329.15;266.96
08.01.1993;329.1;267.01
11.01.1993;328.4;264.61
12.01.1993;329.2;266.05
13.01.1993;327.55;265.16
14.01.1993;327.65;263.36
15.01.1993;327.7;265.06
18.01.1993;328.15;262.77
19.01.1993;329.0;262.34
20.01.1993;329.0;261.23
21.01.1993;329.75;263.49
22.01.1993;328.75;259.03
25.01.1993;328.45;255.81
26.01.1993;330.9;258.47
27.01.1993;330.6;259.96
28.01.1993;329.95;260.04
29.01.1993;330.45;264.28
01.02.1993;329.75;268.11
02.02.1993;329.65;268.92
03.02.1993;328.2;269.05
04.02.1993;328.0;269.55
05.02.1993;327.75;269.16
08.02.1993;327.95;269.38
09.02.1993;328.05;269.24
10.02.1993;329.85;271.86
11.02.1993;332.0;274.12
12.02.1993;329.2;272.32
15.02.1993;328.6;271.76
16.02.1993;329.45;268.79
17.02.1993;330.6;269.59
18.02.1993;329.95;269.99
19.02.1993;330.8;271.48
22.02.1993;329.7;270.48
23.02.1993;329.6;268.18
24.02.1993;329.9;269.72
25.02.1993;329.6;270.86
26.02.1993;327.6;270.45
01.03.1993;328.5;270.97
02.03.1993;329.15;270.97
03.03.1993;329.55;271.66
04.03.1993;328.05;269.22
05.03.1993;329.75;274.79
08.03.1993;327.5;272.23
09.03.1993;326.95;273.63
10.03.1993;326.1;272.37
11.03.1993;326.9;272.69
12.03.1993;327.0;273.62
15.03.1993;328.0;273.89
16.03.1993;329.0;274.95
17.03.1993;328.75;274.96
18.03.1993;330.25;274.77
19.03.1993;331.65;272.55
22.03.1993;332.6;273.69
23.03.1993;331.9;272.36
24.03.1993;331.0;271.74
25.03.1993;332.6;275.04
26.03.1993;332.7;273.3
29.03.1993;331.7;272.66
30.03.1993;334.4;273.59
31.03.1993;337.8;274.97
01.04.1993;336.35;271.97
02.04.1993;340.1;275.89
05.04.1993;339.25;273.53
06.04.1993;338.4;275.45
07.04.1993;336.75;274.31
08.04.1993;337.5;273.13
09.04.1993;337.5;273.13
12.04.1993;337.5;273.13
13.04.1993;336.7;267.04
14.04.1993;338.25;270.27
15.04.1993;338.9;272.3
16.04.1993;337.85;273.05
19.04.1993;339.6;272.03
20.04.1993;339.9;272.5
21.04.1993;339.0;272.44
22.04.1993;339.3;272.82
23.04.1993;344.9;273.38
26.04.1993;349.25;273.43
27.04.1993;351.4;277.23
28.04.1993;349.7;276.26
29.04.1993;355.6;280.53
30.04.1993;354.3;281.13
03.05.1993;354.3;281.13
04.05.1993;356.15;279.22
05.05.1993;354.25;278.6
06.05.1993;355.5;279.44
07.05.1993;357.5;281.38
10.05.1993;356.8;284.91
11.05.1993;355.35;284.79
12.05.1993;356.2;285.73
13.05.1993;367.0;296.3
14.05.1993;368.2;294.72
17.05.1993;369.25;297.69
18.05.1993;367.8;297.63
19.05.1993;381.9;308.68
20.05.1993;373.8;300.48
21.05.1993;373.25;302.32
24.05.1993;379.25;308.93
25.05.1993;377.5;306.05
26.05.1993;374.5;305.24
27.05.1993;374.75;302.65
28.05.1993;377.45;300.65
31.05.1993;377.45;300.65
01.06.1993;377.35;301.64
02.06.1993;369.0;294.84
03.06.1993;374.7;299.76
04.06.1993;377.6;306.39
07.06.1993;372.8;301.27
08.06.1993;375.25;303.52
09.06.1993;371.45;302.84
10.06.1993;370.8;301.97
11.06.1993;370.35;299.51
14.06.1993;363.0;293.6
15.06.1993;365.35;297.95
16.06.1993;368.0;303.87
17.06.1993;369.45;304.61
18.06.1993;370.9;310.06
21.06.1993;370.55;311.33
22.06.1993;368.8;310.97
23.06.1993;367.1;308.87
24.06.1993;373.9;317.88
25.06.1993;376.1;318.75
28.06.1993;375.35;318.02
29.06.1993;375.35;316.31
30.06.1993;378.45;321.12
01.07.1993;379.0;320.75
02.07.1993;388.1;328.34
05.07.1993;387.6;327.71
06.07.1993;391.65;331.91
07.07.1993;395.8;336.69
08.07.1993;395.2;336.9
09.07.1993;393.1;338.59
12.07.1993;393.4;340.94
13.07.1993;392.45;338.72
14.07.1993;394.4;340.68
15.07.1993;392.7;340.73
16.07.1993;392.0;340.22
19.07.1993;394.8;338.64
20.07.1993;392.1;337.98
21.07.1993;392.4;336.87
22.07.1993;389.15;336.51
23.07.1993;391.3;339.77
26.07.1993;391.75;341.21
27.07.1993;392.35;342.37
28.07.1993;393.15;341.36
29.07.1993;394.0;345.96
30.07.1993;401.75;354.79
02.08.1993;405.6;355.71
03.08.1993;403.75;350.79
04.08.1993;402.65;349.98
05.08.1993;387.75;338.61
06.08.1993;379.4;329.27
09.08.1993;381.7;332.03
10.08.1993;380.35;333.46
11.08.1993;376.0;330.58
12.08.1993;376.3;331.63
13.08.1993;367.6;323.4
16.08.1993;372.6;323.42
17.08.1993;371.6;322.79
18.08.1993;373.7;322.3
19.08.1993;373.4;321.72
20.08.1993;373.25;319.71
23.08.1993;373.1;321.6
24.08.1993;373.65;320.57
25.08.1993;371.15;319.56
26.08.1993;371.25;317.07
27.08.1993;369.25;315.43
30.08.1993;369.25;315.43
31.08.1993;371.55;318.97
01.09.1993;369.05;314.17
02.09.1993;369.25;313.89
03.09.1993;362.8;304.29
06.09.1993;364.25;302.65
07.09.1993;354.8;294.63
08.09.1993;351.75;293.34
09.09.1993;353.3;290.79
10.09.1993;351.5;288.59
13.09.1993;344.2;283.15
14.09.1993;343.7;282.44
15.09.1993;348.0;284.38
16.09.1993;352.75;290.67
17.09.1993;351.85;290.54
20.09.1993;354.0;292.93
21.09.1993;354.75;294.86
